                                List of tables
       Schema       |              Name               |    Type     |  Owner   
 pg_toast           | pg_toast_2612                   | TOAST table | postgres
 pg_toast           | pg_toast_2615                   | TOAST table | postgres
 pg_toast           | pg_toast_2618                   | TOAST table | postgres
 pg_toast           | pg_toast_2619                   | TOAST table | postgres
 pg_toast           | pg_toast_2620                   | TOAST table | postgres
 pg_toast           | pg_toast_2964                   | TOAST table | postgres
 pg_toast           | pg_toast_3079                   | TOAST table | postgres
 pg_toast           | pg_toast_3118                   | TOAST table | postgres
 pg_toast           | pg_toast_3256                   | TOAST table | postgres
 pg_toast           | pg_toast_3350                   | TOAST table | postgres
 pg_toast           | pg_toast_3381                   | TOAST table | postgres
 pg_toast           | pg_toast_3394                   | TOAST table | postgres
 pg_toast           | pg_toast_3429                   | TOAST table | postgres
 pg_toast           | pg_toast_3456                   | TOAST table | postgres
 pg_toast           | pg_toast_3466                   | TOAST table | postgres
 pg_toast           | pg_toast_3592                   | TOAST table | postgres
 pg_toast           | pg_toast_3596                   | TOAST table | postgres
 pg_toast           | pg_toast_3600                   | TOAST table | postgres
 pg_toast           | pg_toast_6100                   | TOAST table | postgres
 pg_toast           | pg_toast_6106                   | TOAST table | postgres
 pg_toast           | pg_toast_6243                   | TOAST table | postgres
 pg_toast           | pg_toast_826                    | TOAST table | postgres
 public             | adhkar_categories               | table       | postgres
 public             | adhkar_items                    | table       | postgres
 public             | admin_actions                   | table       | postgres
 public             | admin_audit_log                 | table       | postgres
 public             | admin_permissions               | table       | postgres
 public             | admin_roles                     | table       | postgres
 public             | admin_users                     | table       | postgres
 public             | answer_feedback                 | table       | postgres
 public             | ask_sheikh_answer_citations     | table       | postgres
 public             | ask_sheikh_answers              | table       | postgres
 public             | ask_sheikh_audit_events         | table       | postgres
 public             | ask_sheikh_categories           | table       | postgres
 public             | ask_sheikh_questions            | table       | postgres
 public             | audit_events                    | table       | postgres
 public             | azan_audio_approvals            | table       | postgres
 public             | azan_audio_assets               | table       | postgres
 public             | blocked_questions               | table       | postgres
 public             | charity_campaign_updates        | table       | postgres
 public             | charity_campaigns               | table       | postgres
 public             | charity_donation_intents        | table       | postgres
 public             | charity_payment_provider_config | table       | postgres
 public             | charity_transparency_logs       | table       | postgres
 public             | chat_conversations              | table       | postgres
 public             | chat_message_sources            | table       | postgres
 public             | chat_messages                   | table       | postgres
 public             | child_profiles                  | table       | postgres
 public             | child_progress                  | table       | postgres
 public             | child_safety_events             | table       | postgres
 public             | children_game_attempts          | table       | postgres
 public             | children_game_events            | table       | postgres
 public             | children_game_profiles          | table       | postgres
 public             | children_game_progress          | table       | postgres
 public             | children_game_scenarios         | table       | postgres
 public             | children_learning_paths         | table       | postgres
 public             | children_profiles               | table       | postgres
 public             | children_progress               | table       | postgres
 public             | children_rewards                | table       | postgres
 public             | children_safety_flags           | table       | postgres
 public             | children_scenarios              | table       | postgres
 public             | citation_registry               | table       | postgres
 public             | consent_events                  | table       | postgres
 public             | content_audit_log               | table       | postgres
 public             | content_sources                 | table       | postgres
 public             | data_processing_records         | table       | postgres
 public             | deletion_requests               | table       | postgres
 public             | deployment_audit_log            | table       | postgres
 public             | device_registrations            | table       | postgres
 public             | donation_audit                  | table       | postgres
 public             | donation_intents                | table       | postgres
 public             | dua_audio_assets                | table       | postgres
 public             | dua_categories                  | table       | postgres
 public             | dua_messages                    | table       | postgres
 public             | dua_translations                | table       | postgres
 public             | duas                            | table       | postgres
 public             | family_accounts                 | table       | postgres
 public             | family_members                  | table       | postgres
 public             | feature_gap_reports             | table       | postgres
 public             | feature_proposals               | table       | postgres
 public             | generated_dev_tasks             | table       | postgres
 public             | generated_test_plans            | table       | postgres
 public             | guardian_settings               | table       | postgres
 public             | hadith_books                    | table       | postgres
 public             | hadith_collections              | table       | postgres
 public             | hadith_grades                   | table       | postgres
 public             | hadith_records                  | table       | postgres
 public             | hadith_translations             | table       | postgres
 public             | hijri_events                    | table       | postgres
 public             | ibadat_answer_sources           | table       | postgres
 public             | ibadat_answers                  | table       | postgres
 public             | ibadat_audit_log                | table       | postgres
 public             | ibadat_categories               | table       | postgres
 public             | ibadat_questions                | table       | postgres
 public             | ibadat_sources                  | table       | postgres
 public             | improvement_signals             | table       | postgres
 public             | integration_checks              | table       | postgres
 public             | invoices                        | table       | postgres
 public             | islamic_content_import_events   | table       | postgres
 public             | islamic_content_import_jobs     | table       | postgres
 public             | islamic_document_chunks         | table       | postgres
 public             | islamic_documents               | table       | postgres
 public             | islamic_ingestion_job_events    | table       | postgres
 public             | islamic_ingestion_jobs          | table       | postgres
 public             | islamic_rag_query_audit         | table       | postgres
 public             | islamic_source_chunks           | table       | postgres
 public             | islamic_source_documents        | table       | postgres
 public             | islamic_source_embeddings       | table       | postgres
 public             | islamic_source_registry         | table       | postgres
 public             | islamic_source_review_status    | table       | postgres
 public             | islamic_source_versions         | table       | postgres
 public             | legislation_database            | table       | postgres
 public             | library_categories              | table       | postgres
 public             | library_downloads               | table       | postgres
 public             | library_item_tags               | table       | postgres
 public             | library_items                   | table       | postgres
 public             | mobile_sessions                 | table       | postgres
 public             | moderation_results              | table       | postgres
 public             | notification_delivery_log       | table       | postgres
 public             | notification_events             | table       | postgres
 public             | notification_preferences        | table       | postgres
 public             | notification_schedule           | table       | postgres
 public             | notification_templates          | table       | postgres
 public             | parent_controls                 | table       | postgres
 public             | payment_customers               | table       | postgres
 public             | payment_events                  | table       | postgres
 public             | prayer_calculation_settings     | table       | postgres
 public             | prayer_locations                | table       | postgres
 public             | prayer_times                    | table       | postgres
 public             | privacy_audit_log               | table       | postgres
 public             | privacy_policy_versions         | table       | postgres
 public             | privacy_requests                | table       | postgres
 public             | proposal_approval_status        | table       | postgres
 public             | proposal_votes                  | table       | postgres
 public             | public_qa                       | table       | postgres
 public             | push_notification_tokens        | table       | postgres
 public             | quran_audio_assets              | table       | postgres
 public             | quran_ayahs                     | table       | postgres
 public             | quran_bookmarks                 | table       | postgres
 public             | quran_surahs                    | table       | postgres
 public             | quran_tafsir                    | table       | postgres
 public             | quran_tafsir_notes              | table       | postgres
 public             | quran_translations              | table       | postgres
 public             | rag_answer_cache                | table       | postgres
 public             | rag_chunks                      | table       | postgres
 public             | rag_documents                   | table       | postgres
 public             | rag_embeddings                  | table       | postgres
 public             | rag_ingestion_jobs              | table       | postgres
 public             | rag_policy_results              | table       | postgres
 public             | rag_query_audit                 | table       | postgres
 public             | rag_rejected_answers            | table       | postgres
 public             | rag_retrieval_logs              | table       | postgres
 public             | ramadan_tracking                | table       | postgres
 public             | readiness_history               | table       | postgres
 public             | reported_answers                | table       | postgres
 public             | roles                           | table       | postgres
 public             | safety_policies                 | table       | postgres
 public             | sakina_answer_audit             | table       | postgres
 public             | sakina_content_reports          | table       | postgres
 public             | sakina_public_qa                | table       | postgres
 public             | sakina_sheikh_answer_citations  | table       | postgres
 public             | sakina_sheikh_answers           | table       | postgres
 public             | sakina_sheikh_audit_log         | table       | postgres
 public             | sakina_sheikh_profiles          | table       | postgres
 public             | sakina_source_chunks            | table       | postgres
 public             | sakina_source_documents         | table       | postgres
 public             | sakina_user_questions           | table       | postgres
 public             | sakina_users                    | table       | postgres
 public             | sakina_verified_sources         | table       | postgres
 public             | saved_answers                   | table       | postgres
 public             | schema_migrations               | table       | postgres
 public             | scholar_answer_sources          | table       | postgres
 public             | scholar_answers                 | table       | postgres
 public             | scholar_questions               | table       | postgres
 public             | scholar_review_queue            | table       | postgres
 public             | scholar_review_status           | table       | postgres
 public             | scholar_reviewers               | table       | postgres
 public             | self_improvement_audit_log      | table       | postgres
 public             | source_approvals                | table       | postgres
 public             | source_licenses                 | table       | postgres
 public             | subscription_plans              | table       | postgres
 public             | system_health_snapshots         | table       | postgres
 public             | unsafe_answer_logs              | table       | postgres
 public             | user_azan_preferences           | table       | postgres
 public             | user_bookmarks                  | table       | postgres
 public             | user_consents                   | table       | postgres
 public             | user_delete_requests            | table       | postgres
 public             | user_devices                    | table       | postgres
 public             | user_favourite_duas             | table       | postgres
 public             | user_library_bookmarks          | table       | postgres
 public             | user_notifications              | table       | postgres
 public             | user_policy_acceptance          | table       | postgres
 public             | user_prayer_settings            | table       | postgres
 public             | user_preferences                | table       | postgres
 public             | user_profiles                   | table       | postgres
 public             | user_reports                    | table       | postgres
 public             | user_roles                      | table       | postgres
 public             | user_sessions                   | table       | postgres
 public             | user_subscriptions              | table       | postgres
 public             | users                           | table       | postgres
 public             | wasm_child_safety_audit         | table       | postgres
 public             | wasm_citation_audit             | table       | postgres
 public             | wasm_execution_logs             | table       | postgres
 public             | wasm_modules                    | table       | postgres
 public             | wasm_policy_audit               | table       | postgres
 public             | wasm_policy_results             | table       | postgres
 public             | wasm_rule_engine_audit          | table       | postgres
 public             | worship_goals                   | table       | postgres
 public             | worship_progress                | table       | postgres
 public             | zakat_calculations              | table       | postgres
 sakina_ai          | conversations                   | table       | postgres
 sakina_ai          | messages                        | table       | postgres
 sakina_ai          | waitlist                        | table       | postgres
(481 rows)

